boro,cuisine_description,grade,violation_description,violation_count
Brooklyn,New French,B,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Brooklyn,New French,B,Thawing procedure improper.,1
Brooklyn,Not Listed/Not Applicable,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,1
Brooklyn,Not Listed/Not Applicable,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",1
Brooklyn,Not Listed/Not Applicable,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",1
Brooklyn,Not Listed/Not Applicable,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",1
Brooklyn,Not Listed/Not Applicable,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",1
Brooklyn,Other,A,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",6
Brooklyn,Other,A,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",2
Brooklyn,Other,A,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,27
Brooklyn,Other,A,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,11
Brooklyn,Other,A,Commercially processed pre-cooked TCS in hermetically sealed containers and precooked TCS in intact packages from non-retail food processing establishments not heated to 140 °F within 2 hours of removal from container or package.,1
Brooklyn,Other,A,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,2
Brooklyn,Other,A,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",5
Brooklyn,Other,A,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",8
Brooklyn,Other,A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",7
Brooklyn,Other,A,Evidence of mice or live mice in establishment's food or non-food areas.,3
Brooklyn,Other,A,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",4
Brooklyn,Other,A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,8
Brooklyn,Other,A,Food Protection Certificate not held by supervisor of food operations.,1
Brooklyn,Other,A,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",1
Brooklyn,Other,A,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13
Brooklyn,Other,A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",1
Brooklyn,Other,A,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",12
Brooklyn,Other,A,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",4
Brooklyn,Other,A,Hot TCS food item not held at or above 140 °F.,10
Brooklyn,Other,A,"Juice packaged on premises with no or incomplete label, no warning statement",1
Brooklyn,Other,A,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.",1
Brooklyn,Other,A,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",2
Brooklyn,Other,A,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",1
Brooklyn,Other,A,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",63
Brooklyn,Other,A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,5
Brooklyn,Other,A,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",5
Brooklyn,Other,A,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,1
Brooklyn,Other,A,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",3
Brooklyn,Other,A,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",3
Brooklyn,Other,A,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",4
Brooklyn,Other,A,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",9
Brooklyn,Other,A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",1
Brooklyn,Other,A,Thawing procedure improper.,3
Brooklyn,Other,A,"Tobacco or electronic cigarette use, eating, or drinking from open container in food preparation, food storage or dishwashing area.",3
Brooklyn,Other,A,Unknown,3
Brooklyn,Other,A,Wash hands sign not posted near or above hand washing sink.,3
